trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,stop_headsign,pickup_type,drop_off_type,timepoint
502:15020:19512,07:30:00,07:30:00,129,1,0,,0,0,1
502:15020:19512,07:41:00,07:41:00,410,2,12535,,3,3,1
502:15020:19512,08:02:00,08:02:00,400,3,45088,,0,0,1
502:15020:19512,08:08:00,08:08:00,100,4,53690,,3,3,1
502:15020:19512,08:17:00,08:17:00,101,5,67853,,0,0,1
502:15020:19512,08:29:00,08:29:00,102,6,86218,,0,0,1
502:15020:19512,08:55:00,08:55:00,119,7,123882,,0,0,1
502:15020:19512,09:10:00,09:10:00,205,8,131979,,0,0,1
302:13220:21339,20:15:00,20:15:00,185,1,0,,0,0,1
302:13220:21339,20:25:00,20:25:00,187,2,9122,,0,0,1
302:13220:21339,20:26:00,20:26:00,186,3,10058,,0,0,1
302:13220:21339,20:37:00,20:37:00,184,4,24720,,3,3,1
302:13220:21339,20:41:00,20:41:00,117,5,30112,,3,3,1
302:13220:21339,20:45:00,20:45:00,182,6,37346,,3,3,1
302:13220:21339,20:55:00,20:55:00,181,7,53119,,3,3,1
302:13220:21339,21:10:00,21:10:00,180,8,69856,,0,0,1
302:13420:21341,22:45:00,22:45:00,192,1,0,,0,0,1
302:13420:21341,23:01:00,23:01:00,193,2,29898,,1,1,0
302:13420:21341,23:55:00,23:55:00,217,3,105410,,0,0,1
302:13420:21341,24:05:00,24:05:00,185,4,108461,,0,0,1
501:15050:21351,13:45:00,13:45:00,205,1,0,,0,0,1
501:15050:21351,13:50:00,13:50:00,215,2,7259,,0,0,1
501:15050:21351,14:20:00,14:20:00,102,3,41392,,0,0,1
501:15050:21351,14:30:00,14:30:00,101,4,59795,,0,0,1
501:15050:21351,14:40:00,14:40:00,100,5,73981,,3,3,1
501:15050:21351,14:50:00,14:50:00,400,6,82506,,0,0,1
501:15050:21351,15:05:00,15:05:00,410,7,115019,,3,3,1
501:15050:21351,15:20:00,15:20:00,129,8,127215,,0,0,1
301:13210:21359,10:30:00,10:30:00,180,1,0,,0,0,1
301:13210:21359,10:40:00,10:40:00,181,2,16800,,3,3,1
301:13210:21359,10:50:00,10:50:00,182,3,32752,,3,3,1
301:13210:21359,10:55:00,10:55:00,117,4,40030,,3,3,1
301:13210:21359,11:00:00,11:00:00,184,5,45495,,3,3,1
301:13210:21359,11:05:00,11:05:00,186,6,60318,,0,0,1
301:13210:21359,11:10:00,11:10:00,187,7,61268,,0,0,1
301:13210:21359,11:15:00,11:15:00,217,8,70531,,0,0,1
301:13210:21359,11:20:00,11:20:00,185,9,73582,,0,0,1
301:13430:21363,07:15:00,07:15:00,185,1,0,,0,0,1
301:13430:21363,07:20:00,07:20:00,217,2,2494,,0,0,1
301:13430:21363,08:35:00,08:35:00,192,3,107594,,0,0,1
502:15040:21369,14:00:00,14:00:00,129,1,0,,0,0,1
502:15040:21369,14:10:00,14:10:00,410,2,12535,,3,3,1
502:15040:21369,14:35:00,14:35:00,400,3,45088,,0,0,1
502:15040:21369,14:40:00,14:40:00,100,4,53690,,3,3,1
502:15040:21369,14:45:00,14:45:00,101,5,67853,,0,0,1
502:15040:21369,15:05:00,15:05:00,102,6,86218,,0,0,1
502:15040:21369,15:20:00,15:20:00,215,7,120640,,0,0,1
502:15040:21369,15:35:00,15:35:00,205,8,127612,,0,0,1
302:13040:21377,09:30:00,09:30:00,185,1,0,,0,0,1
302:13040:21377,09:40:00,09:40:00,187,2,9122,,0,0,1
302:13040:21377,09:41:00,09:41:00,186,3,10058,,0,0,1
302:13040:21377,09:52:00,09:52:00,184,4,24720,,3,3,1
302:13040:21377,09:56:00,09:56:00,117,5,30112,,3,3,1
302:13040:21377,10:01:00,10:01:00,182,6,37346,,3,3,1
302:13040:21377,10:11:00,10:11:00,181,7,53119,,3,3,1
302:13040:21377,10:22:00,10:30:00,180,8,69856,,0,0,1
302:13040:21377,10:45:00,10:45:00,179,9,86147,,0,0,1
302:13040:21377,10:55:00,10:55:00,178,10,99153,,3,3,1
302:13040:21377,11:08:00,11:08:00,237,11,114429,,3,3,1
302:13040:21377,11:13:00,11:13:00,238,12,128189,,3,3,1
302:13040:21377,11:18:00,11:18:00,175,13,136048,,3,3,1
302:13040:21377,11:23:00,11:43:00,174,14,142700,,0,0,1
302:13040:21377,11:53:00,11:53:00,173,15,154768,,3,3,1
302:13040:21377,12:13:00,12:13:00,218,16,187501,,0,0,1
302:13040:21377,12:14:00,12:14:00,172,17,188884,,0,0,1
302:13040:21377,12:29:00,12:29:00,171,18,203067,,0,0,1
302:13040:21377,12:34:00,12:34:00,170,19,211398,,3,3,1
302:13040:21377,12:55:00,12:55:00,169,20,232508,,0,0,1
302:13040:21377,13:06:00,13:06:00,216,21,236666,,0,0,1
302:13040:21377,13:21:00,13:21:00,168,22,249779,,0,0,1
302:13040:21377,13:31:00,13:31:00,167,23,257171,,0,0,1
302:13040:21377,13:34:00,13:34:00,166,24,261344,,3,3,1
302:13040:21377,13:42:00,13:42:00,165,25,270865,,0,0,1
302:13040:21377,14:07:00,14:07:00,164,26,304703,,0,0,1
302:13040:21377,14:37:00,14:37:00,163,27,345841,,0,0,1
302:13040:21377,14:50:00,14:50:00,162,28,367737,,3,3,1
302:13040:21377,15:15:00,15:15:00,119,29,401528,,0,0,1
302:13040:21377,15:16:00,15:16:00,161,30,403531,,0,0,1
302:13040:21377,15:28:00,15:28:00,205,31,409930,,0,0,1
401:14010:21383,22:30:00,22:30:00,185,1,0,,0,0,1
401:14010:21383,22:35:00,22:35:00,217,2,2494,,0,0,1
401:14010:21383,23:43:00,23:50:00,192,3,107594,,0,0,1
401:14010:21383,24:30:00,24:30:00,194,4,166373,,0,0,1
401:14010:21383,24:45:00,24:45:00,195,5,184467,,3,3,1
401:14010:21383,24:55:00,24:55:00,196,6,197169,,3,3,1
401:14010:21383,25:03:00,25:03:00,197,7,207559,,0,0,1
401:14010:21383,25:38:00,25:38:00,198,8,229361,,0,0,1
401:14010:21383,25:48:00,25:48:00,220,9,239361,,3,3,1
401:14010:21383,25:56:00,25:56:00,200,10,250506,,3,3,1
401:14010:21383,26:06:00,26:06:00,201,11,265459,,3,3,1
401:14010:21383,26:26:00,26:26:00,202,12,296255,,3,3,1
401:14010:21383,26:33:00,26:33:00,203,13,307150,,3,3,1
401:14010:21383,26:48:00,26:48:00,204,14,327436,,0,0,1
302:13060:21398,09:00:00,09:00:00,192,1,0,,0,0,1
302:13060:21398,09:25:00,09:25:00,191,2,40989,,3,3,1
302:13060:21398,09:40:00,09:40:00,190,3,50656,,0,0,1
302:13060:21398,09:45:00,09:45:00,189,4,61062,,3,3,1
302:13060:21398,10:00:00,10:00:00,188,5,78776,,0,0,1
302:13060:21398,10:10:00,10:10:00,180,6,95792,,0,0,1
501:15030:21402,05:15:00,05:15:00,205,1,0,,0,0,1
501:15030:21402,05:50:00,05:50:00,102,2,40335,,0,0,1
501:15030:21402,06:00:00,06:00:00,101,3,58738,,0,0,1
501:15030:21402,06:10:00,06:10:00,100,4,72924,,3,3,1
501:15030:21402,06:20:00,06:20:00,400,5,81449,,0,0,1
501:15030:21402,06:40:00,06:40:00,410,6,113962,,3,3,1
501:15030:21402,06:50:00,06:50:00,129,7,126158,,0,0,1
502:15061:21816,22:55:00,22:55:00,551,1,0,,0,0,1
502:15061:21816,23:08:00,23:08:00,549,2,4807,,0,0,1
502:15061:21816,23:10:00,23:10:00,550,3,5106,,0,0,1
301:13050:22053,21:25:00,21:25:00,180,1,0,,0,0,1
301:13050:22053,21:35:00,21:35:00,188,2,16879,,0,0,1
301:13050:22053,21:45:00,21:45:00,189,3,34588,,3,3,1
301:13050:22053,21:55:00,21:55:00,190,4,45041,,0,0,1
301:13050:22053,22:05:00,22:05:00,191,5,54721,,3,3,1
301:13050:22053,22:30:00,22:30:00,192,6,95703,,0,0,1
401:14110:22055,17:35:00,17:35:00,129,1,0,,0,0,1
401:14110:22055,17:50:00,17:50:00,128,2,24625,,3,3,1
401:14110:22055,18:03:00,18:03:00,127,3,32303,,0,0,1
401:14110:22055,18:06:00,18:06:00,126,4,43730,,3,3,1
401:14110:22055,18:21:00,18:21:00,125,5,58495,,0,0,1
401:14110:22055,18:24:00,18:24:00,124,6,71103,,3,3,1
401:14110:22055,18:40:00,18:40:00,123,7,97247,,3,3,1
401:14110:22055,19:29:00,19:44:00,122,8,169034,,0,0,1
401:14110:22055,20:11:00,20:11:00,121,9,205704,,0,0,1
401:14110:22055,20:33:00,20:33:00,302,10,232103,,0,0,1
401:14110:22055,21:48:00,21:48:00,185,11,332310,,0,0,1
301:13010:22056,21:25:00,21:25:00,180,1,0,,0,0,1
301:13010:22056,21:35:00,21:35:00,181,2,16800,,3,3,1
301:13010:22056,21:45:00,21:45:00,182,3,32752,,3,3,1
301:13010:22056,21:50:00,21:50:00,117,4,40030,,3,3,1
301:13010:22056,21:55:00,21:55:00,184,5,45495,,3,3,1
301:13010:22056,22:00:00,22:00:00,186,6,60318,,0,0,1
301:13010:22056,22:05:00,22:05:00,187,7,61268,,0,0,1
301:13010:22056,22:15:00,22:15:00,185,8,70668,,0,0,1
301:13070:22060,16:15:00,16:15:00,205,1,0,,0,0,1
301:13070:22060,16:24:00,16:24:00,161,2,6070,,0,0,1
301:13070:22060,16:26:00,16:26:00,215,3,7069,,0,0,1
301:13070:22060,16:30:00,16:30:00,119,4,9755,,0,0,1
301:13070:22060,16:50:00,16:50:00,162,5,44076,,3,3,1
301:13070:22060,17:05:00,17:05:00,163,6,66005,,0,0,1
301:13070:22060,17:30:00,17:30:00,164,7,107079,,0,0,1
301:13070:22060,17:55:00,17:55:00,165,8,140837,,0,0,1
301:13070:22060,18:00:00,18:00:00,166,9,150379,,3,3,1
301:13070:22060,18:05:00,18:05:00,167,10,154488,,0,0,1
301:13070:22060,18:13:00,18:13:00,168,11,161946,,0,0,1
301:13070:22060,18:23:00,18:23:00,216,12,174813,,0,0,1
301:13070:22060,18:36:00,18:36:00,169,13,178842,,0,0,1
301:13070:22060,18:52:00,18:52:00,170,14,200046,,3,3,1
301:13070:22060,19:02:00,19:02:00,171,15,208389,,0,0,1
301:13070:22060,19:17:00,19:17:00,172,16,222474,,0,0,1
301:13070:22060,19:18:00,19:18:00,218,17,223832,,0,0,1
301:13070:22060,19:34:00,19:34:00,173,18,256863,,3,3,1
301:13070:22060,19:53:00,20:13:00,174,19,268773,,0,0,1
301:13070:22060,20:18:00,20:18:00,175,20,275515,,3,3,1
301:13070:22060,20:24:00,20:24:00,176,21,283373,,3,3,1
301:13070:22060,20:32:00,20:32:00,177,22,292251,,3,3,1
301:13070:22060,20:41:00,20:41:00,178,23,312610,,3,3,1
301:13070:22060,20:50:00,20:50:00,179,24,325514,,0,0,1
301:13070:22060,21:06:00,21:06:00,180,25,341831,,0,0,1
302:13040:22066,09:30:00,09:30:00,185,1,0,,0,0,1
302:13040:22066,09:40:00,09:40:00,187,2,9122,,0,0,1
302:13040:22066,09:41:00,09:41:00,186,3,10058,,0,0,1
302:13040:22066,09:52:00,09:52:00,184,4,24720,,3,3,1
302:13040:22066,09:56:00,09:56:00,117,5,30112,,3,3,1
302:13040:22066,10:01:00,10:01:00,182,6,37346,,3,3,1
302:13040:22066,10:11:00,10:11:00,181,7,53119,,3,3,1
302:13040:22066,10:22:00,10:30:00,180,8,69856,,0,0,1
302:13040:22066,10:45:00,10:45:00,179,9,86147,,0,0,1
302:13040:22066,10:55:00,10:55:00,178,10,99153,,3,3,1
302:13040:22066,11:08:00,11:08:00,237,11,114429,,3,3,1
302:13040:22066,11:13:00,11:13:00,238,12,128189,,3,3,1
302:13040:22066,11:18:00,11:18:00,175,13,136048,,3,3,1
302:13040:22066,11:23:00,11:43:00,174,14,142700,,0,0,1
302:13040:22066,11:53:00,11:53:00,173,15,154768,,3,3,1
302:13040:22066,12:13:00,12:13:00,218,16,187501,,0,0,1
302:13040:22066,12:14:00,12:14:00,172,17,188884,,0,0,1
302:13040:22066,12:29:00,12:29:00,171,18,203067,,0,0,1
302:13040:22066,12:34:00,12:34:00,170,19,211398,,3,3,1
302:13040:22066,12:55:00,12:55:00,169,20,232508,,0,0,1
302:13040:22066,13:06:00,13:06:00,216,21,236666,,0,0,1
302:13040:22066,13:21:00,13:21:00,168,22,249779,,0,0,1
302:13040:22066,13:31:00,13:31:00,167,23,257171,,0,0,1
302:13040:22066,13:34:00,13:34:00,166,24,261344,,3,3,1
302:13040:22066,13:42:00,13:42:00,165,25,270865,,0,0,1
302:13040:22066,14:07:00,14:07:00,164,26,304703,,0,0,1
302:13040:22066,14:37:00,14:37:00,163,27,345841,,0,0,1
302:13040:22066,14:50:00,14:50:00,162,28,367737,,3,3,1
302:13040:22066,15:15:00,15:15:00,119,29,401528,,0,0,1
302:13040:22066,15:16:00,15:16:00,161,30,403531,,0,0,1
302:13040:22066,15:28:00,15:28:00,205,31,409930,,0,0,1
301:13070:22068,16:15:00,16:15:00,205,1,0,,0,0,1
301:13070:22068,16:24:00,16:24:00,161,2,6070,,0,0,1
301:13070:22068,16:26:00,16:26:00,215,3,7069,,0,0,1
301:13070:22068,16:30:00,16:30:00,119,4,9755,,0,0,1
301:13070:22068,16:50:00,16:50:00,162,5,44076,,3,3,1
301:13070:22068,17:05:00,17:05:00,163,6,66005,,0,0,1
301:13070:22068,17:30:00,17:30:00,164,7,107079,,0,0,1
301:13070:22068,17:55:00,17:55:00,165,8,140837,,0,0,1
301:13070:22068,18:00:00,18:00:00,166,9,150379,,3,3,1
301:13070:22068,18:05:00,18:05:00,167,10,154488,,0,0,1
301:13070:22068,18:13:00,18:13:00,168,11,161946,,0,0,1
301:13070:22068,18:23:00,18:23:00,216,12,174813,,0,0,1
301:13070:22068,18:36:00,18:36:00,169,13,178842,,0,0,1
301:13070:22068,18:52:00,18:52:00,170,14,200046,,3,3,1
301:13070:22068,19:02:00,19:02:00,171,15,208389,,0,0,1
301:13070:22068,19:17:00,19:17:00,172,16,222474,,0,0,1
301:13070:22068,19:18:00,19:18:00,218,17,223832,,0,0,1
301:13070:22068,19:34:00,19:34:00,173,18,256863,,3,3,1
301:13070:22068,19:53:00,20:13:00,174,19,268773,,0,0,1
301:13070:22068,20:18:00,20:18:00,175,20,275515,,3,3,1
301:13070:22068,20:24:00,20:24:00,176,21,283373,,3,3,1
301:13070:22068,20:32:00,20:32:00,177,22,292251,,3,3,1
301:13070:22068,20:41:00,20:41:00,178,23,312610,,3,3,1
301:13070:22068,20:50:00,20:50:00,179,24,325514,,0,0,1
301:13070:22068,21:06:00,21:06:00,180,25,341831,,0,0,1
302:13040:22075,09:30:00,09:30:00,185,1,0,,0,0,1
302:13040:22075,09:40:00,09:40:00,187,2,9122,,0,0,1
302:13040:22075,09:41:00,09:41:00,186,3,10058,,0,0,1
302:13040:22075,09:52:00,09:52:00,184,4,24720,,3,3,1
302:13040:22075,09:56:00,09:56:00,117,5,30112,,3,3,1
302:13040:22075,10:01:00,10:01:00,182,6,37346,,3,3,1
302:13040:22075,10:11:00,10:11:00,181,7,53119,,3,3,1
302:13040:22075,10:22:00,10:30:00,180,8,69856,,0,0,1
302:13040:22075,10:45:00,10:45:00,179,9,86147,,0,0,1
302:13040:22075,10:55:00,10:55:00,178,10,99153,,3,3,1
302:13040:22075,11:08:00,11:08:00,237,11,114429,,3,3,1
302:13040:22075,11:13:00,11:13:00,238,12,128189,,3,3,1
302:13040:22075,11:18:00,11:18:00,175,13,136048,,3,3,1
302:13040:22075,11:23:00,11:43:00,174,14,142700,,0,0,1
302:13040:22075,11:53:00,11:53:00,173,15,154768,,3,3,1
302:13040:22075,12:13:00,12:13:00,218,16,187501,,0,0,1
302:13040:22075,12:14:00,12:14:00,172,17,188884,,0,0,1
302:13040:22075,12:29:00,12:29:00,171,18,203067,,0,0,1
302:13040:22075,12:34:00,12:34:00,170,19,211398,,3,3,1
302:13040:22075,12:55:00,12:55:00,169,20,232508,,0,0,1
302:13040:22075,13:06:00,13:06:00,216,21,236666,,0,0,1
302:13040:22075,13:21:00,13:21:00,168,22,249779,,0,0,1
302:13040:22075,13:31:00,13:31:00,167,23,257171,,0,0,1
302:13040:22075,13:34:00,13:34:00,166,24,261344,,3,3,1
302:13040:22075,13:42:00,13:42:00,165,25,270865,,0,0,1
302:13040:22075,14:07:00,14:07:00,164,26,304703,,0,0,1
302:13040:22075,14:37:00,14:37:00,163,27,345841,,0,0,1
302:13040:22075,14:50:00,14:50:00,162,28,367737,,3,3,1
302:13040:22075,15:15:00,15:15:00,119,29,401528,,0,0,1
302:13040:22075,15:16:00,15:16:00,161,30,403531,,0,0,1
302:13040:22075,15:28:00,15:28:00,205,31,409930,,0,0,1
401:14110:22084,17:35:00,17:35:00,129,1,0,,0,0,1
401:14110:22084,17:50:00,17:50:00,128,2,24625,,3,3,1
401:14110:22084,18:03:00,18:03:00,127,3,32303,,0,0,1
401:14110:22084,18:06:00,18:06:00,126,4,43730,,3,3,1
401:14110:22084,18:21:00,18:21:00,125,5,58495,,0,0,1
401:14110:22084,18:24:00,18:24:00,124,6,71103,,3,3,1
401:14110:22084,18:40:00,18:40:00,123,7,97247,,3,3,1
401:14110:22084,19:29:00,19:44:00,122,8,169034,,0,0,1
401:14110:22084,20:11:00,20:11:00,121,9,205704,,0,0,1
401:14110:22084,20:33:00,20:33:00,302,10,232103,,0,0,1
401:14110:22084,21:48:00,21:48:00,185,11,332310,,0,0,1
301:13070:22087,16:15:00,16:15:00,205,1,0,,0,0,1
301:13070:22087,16:24:00,16:24:00,161,2,6070,,0,0,1
301:13070:22087,16:26:00,16:26:00,215,3,7069,,0,0,1
301:13070:22087,16:30:00,16:30:00,119,4,9755,,0,0,1
301:13070:22087,16:50:00,16:50:00,162,5,44076,,3,3,1
301:13070:22087,17:05:00,17:05:00,163,6,66005,,0,0,1
301:13070:22087,17:30:00,17:30:00,164,7,107079,,0,0,1
301:13070:22087,17:55:00,17:55:00,165,8,140837,,0,0,1
301:13070:22087,18:00:00,18:00:00,166,9,150379,,3,3,1
301:13070:22087,18:05:00,18:05:00,167,10,154488,,0,0,1
301:13070:22087,18:13:00,18:13:00,168,11,161946,,0,0,1
301:13070:22087,18:23:00,18:23:00,216,12,174813,,0,0,1
301:13070:22087,18:36:00,18:36:00,169,13,178842,,0,0,1
301:13070:22087,18:52:00,18:52:00,170,14,200046,,3,3,1
301:13070:22087,19:02:00,19:02:00,171,15,208389,,0,0,1
301:13070:22087,19:17:00,19:17:00,172,16,222474,,0,0,1
301:13070:22087,19:18:00,19:18:00,218,17,223832,,0,0,1
301:13070:22087,19:34:00,19:34:00,173,18,256863,,3,3,1
301:13070:22087,19:53:00,20:13:00,174,19,268773,,0,0,1
301:13070:22087,20:18:00,20:18:00,175,20,275515,,3,3,1
301:13070:22087,20:24:00,20:24:00,176,21,283373,,3,3,1
301:13070:22087,20:32:00,20:32:00,177,22,292251,,3,3,1
301:13070:22087,20:41:00,20:41:00,178,23,312610,,3,3,1
301:13070:22087,20:50:00,20:50:00,179,24,325514,,0,0,1
301:13070:22087,21:06:00,21:06:00,180,25,341831,,0,0,1
501:15070:22127,10:15:00,10:15:00,551,1,0,,0,0,1
501:15070:22127,10:24:00,10:24:00,549,2,4807,,0,0,1
501:15070:22127,10:25:00,10:25:00,550,3,5106,,0,0,1
501:15070:22127,10:51:00,10:51:00,474,4,33777,,0,0,1
501:15070:22127,11:20:00,11:20:00,110,5,78805,,0,0,1
501:15070:22127,11:44:00,11:44:00,109,6,106213,,0,0,1
501:15070:22127,12:07:00,12:07:00,108,7,134842,,3,3,1
501:15070:22127,12:37:00,12:37:00,107,8,165875,,0,0,1
501:15070:22127,12:58:00,13:13:00,106,9,182335,,0,0,1
501:15070:22127,13:27:00,13:27:00,239,10,203320,,0,0,1
501:15070:22127,13:36:00,13:36:00,104,11,214332,,0,0,1
501:15070:22127,13:40:00,13:40:00,424,12,219817,,3,3,1
501:15070:22127,13:48:00,13:48:00,425,13,232888,,3,3,1
501:15070:22127,13:59:00,13:59:00,426,14,251479,,3,3,1
501:15070:22127,14:18:00,14:18:00,427,15,284042,,3,3,1
501:15070:22127,14:44:00,14:44:00,103,16,319001,,0,0,1
501:15070:22127,15:02:00,15:02:00,428,17,347321,,3,3,1
501:15070:22127,15:25:00,15:45:00,205,18,380304,,0,0,1
501:15070:22127,15:57:00,15:57:00,215,19,387563,,0,0,1
501:15070:22127,16:23:00,16:23:00,102,20,421696,,0,0,1
501:15070:22127,16:35:00,16:35:00,101,21,440099,,0,0,1
501:15070:22127,16:44:00,16:44:00,100,22,454285,,3,3,1
501:15070:22127,16:50:00,16:50:00,400,23,462810,,0,0,1
501:15070:22127,17:11:00,17:11:00,410,24,495323,,3,3,1
501:15070:22127,17:22:00,17:22:00,129,25,507519,,0,0,1
502:15060:22128,16:05:00,16:05:00,129,1,0,,0,0,1
502:15060:22128,16:17:00,16:17:00,410,2,12535,,3,3,1
502:15060:22128,16:39:00,16:39:00,400,3,45088,,0,0,1
502:15060:22128,16:44:00,16:44:00,100,4,53690,,3,3,1
502:15060:22128,16:53:00,16:53:00,101,5,67853,,0,0,1
502:15060:22128,17:09:00,17:09:00,102,6,86218,,0,0,1
502:15060:22128,17:41:00,18:05:00,205,7,126677,,0,0,1
502:15060:22128,18:27:00,18:27:00,428,8,160109,,3,3,1
502:15060:22128,18:46:00,18:46:00,103,9,188430,,0,0,1
502:15060:22128,19:08:00,19:08:00,427,10,223299,,3,3,1
502:15060:22128,19:27:00,19:27:00,426,11,255867,,3,3,1
502:15060:22128,19:38:00,19:38:00,425,12,274473,,3,3,1
502:15060:22128,19:46:00,19:46:00,424,13,287607,,3,3,1
502:15060:22128,19:51:00,19:51:00,104,14,293028,,0,0,1
502:15060:22128,19:58:00,19:58:00,105,15,303996,,3,3,1
502:15060:22128,20:13:00,20:31:00,106,16,324953,,0,0,1
502:15060:22128,20:51:00,20:51:00,107,17,341509,,0,0,1
502:15060:22128,21:16:00,21:16:00,108,18,374831,,3,3,1
502:15060:22128,21:39:00,21:39:00,109,19,403360,,0,0,1
502:15060:22128,21:59:00,21:59:00,110,20,430357,,0,0,1
502:15060:22128,22:29:00,22:29:00,474,21,477342,,0,0,1
502:15060:22128,22:50:00,22:50:00,551,22,502389,,0,0,1
402:14120:22138,09:00:00,09:00:00,185,1,0,,0,0,1
402:14120:22138,10:15:00,10:15:00,302,2,99498,,0,0,1
402:14120:22138,10:39:00,10:39:00,121,3,125830,,0,0,1
402:14120:22138,11:06:00,11:21:00,122,4,162572,,0,0,1
402:14120:22138,12:05:00,12:05:00,123,5,234887,,3,3,1
402:14120:22138,12:21:00,12:21:00,124,6,261101,,3,3,1
402:14120:22138,12:31:00,12:31:00,125,7,273717,,0,0,1
402:14120:22138,12:42:00,12:42:00,126,8,288547,,3,3,1
402:14120:22138,12:52:00,12:52:00,127,9,300063,,0,0,1
402:14120:22138,13:00:00,13:00:00,128,10,307906,,3,3,1
402:14120:22138,13:21:00,13:21:00,402,11,324027,,0,0,1
402:14120:22138,13:40:00,13:40:00,129,12,331923,,0,0,1
402:14120:22139,09:00:00,09:00:00,185,1,0,,0,0,1
402:14120:22139,10:15:00,10:15:00,302,2,99498,,0,0,1
402:14120:22139,10:39:00,10:39:00,121,3,125830,,0,0,1
402:14120:22139,11:06:00,11:21:00,122,4,162572,,0,0,1
402:14120:22139,12:05:00,12:05:00,123,5,234887,,3,3,1
402:14120:22139,12:21:00,12:21:00,124,6,261101,,3,3,1
402:14120:22139,12:31:00,12:31:00,125,7,273717,,0,0,1
402:14120:22139,12:42:00,12:42:00,126,8,288547,,3,3,1
402:14120:22139,12:52:00,12:52:00,127,9,300063,,0,0,1
402:14120:22139,13:00:00,13:00:00,128,10,307906,,3,3,1
402:14120:22139,13:21:00,13:21:00,402,11,324027,,0,0,1
402:14120:22139,13:40:00,13:40:00,129,12,331923,,0,0,1
201:12230:23207,20:15:00,20:15:00,210,1,0,,0,0,1
201:12230:23207,20:35:00,20:35:00,219,2,16398,,0,0,1
201:12230:23207,21:28:00,21:28:00,315,3,87324,,0,0,1
201:12230:23207,22:04:00,22:04:00,147,4,136560,,0,0,1
201:12230:23207,22:17:00,22:17:00,145,5,153282,,0,0,1
201:12230:23207,22:43:00,22:43:00,144,6,193030,,0,0,1
201:12230:23207,22:50:00,22:50:00,118,7,205309,,3,3,1
201:12230:23207,22:58:00,22:58:00,142,8,216056,,3,3,1
201:12230:23207,23:10:00,23:25:00,141,9,232003,,0,0,1
201:12230:23207,23:52:00,23:52:00,139,10,275161,,0,0,1
201:12230:23207,24:05:00,24:05:00,138,11,297467,,0,0,1
201:12230:23207,24:15:00,24:15:00,136,12,313668,,0,0,1
201:12230:23207,25:06:00,25:06:00,402,13,396095,,0,0,1
201:12230:23207,25:11:00,25:11:00,130,14,400106,,0,0,1
201:12230:23207,25:22:00,25:22:00,129,15,410966,,0,0,1
101:11830:23230,19:00:00,19:00:00,222,1,0,,0,0,1
101:11830:23230,19:51:00,19:51:00,210,2,31203,,0,0,1
101:11830:23230,20:44:00,20:44:00,315,3,114714,,0,0,1
101:11830:23230,21:19:00,21:19:00,301,4,157586,,0,0,1
101:11830:23230,21:50:00,21:50:00,208,5,199320,,0,0,1
101:11830:23230,22:05:00,22:05:00,207,6,215939,,0,0,1
101:11830:23230,22:10:00,22:25:00,235,7,218075,,0,0,1
101:11830:23230,22:54:00,22:54:00,206,8,255014,,0,0,1
101:11830:23230,24:06:00,24:06:00,205,9,384851,,0,0,1
102:11900:23233,16:20:00,16:20:00,205,1,0,,0,0,1
102:11900:23233,16:43:00,16:43:00,160,2,31094,,0,0,1
102:11900:23233,16:54:00,16:54:00,159,3,46897,,3,3,1
102:11900:23233,17:07:00,17:07:00,158,4,64947,,0,0,1
102:11900:23233,17:16:00,17:16:00,157,5,73720,,0,0,1
102:11900:23233,17:31:00,17:31:00,156,6,93390,,0,0,1
102:11900:23233,17:41:00,17:41:00,314,7,110089,,1,3,1
102:11900:23233,17:47:00,17:47:00,154,8,119496,,0,0,1
102:11900:23233,18:00:00,18:00:00,206,9,136885,,0,0,1
102:11900:23233,18:11:00,18:11:00,153,10,151255,,0,0,1
