route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
7B,8e896df6-2496-4d4f-9079-946c6e56c815,89683c15-7041-41f0-a15f-894368500e91,fab38069-58e9-4c29-b586-b7db1aad1118,BEAR CREEK to Park Place,0,20a2b8b6-a7b3-42dc-986c-505d3013014f
101,fcfc42af-1cc2-48e2-a437-c965c0129a04,4ce36d57-f0c5-4605-be62-f346409f08da,16e24061-2912-4417-8b4d-22ef2cf83055,Blue,0,f543f4e7-c57a-447d-a6bd-a08664d245c2
8B,a1c1be47-a6f9-4187-8396-05fd20f2b819,e026ad21-43d8-44de-aa46-dd83613e4b36,37ce28b0-cc30-4e39-8c9b-59a2cf19001d,Crosstown/Essa to Park Place ,1,619e98b4-7a87-470c-a521-f1e049ff824a
8B,a1c1be47-a6f9-4187-8396-05fd20f2b819,ef79caa8-d6d2-4d94-a7ae-6ffa98a3e2b1,731922ac-313c-476a-960a-cfa867a9f233,Crosstown/Essa to Park Place ,1,c4a9c4d4-2187-4b2b-8117-ab3abc00336a
8B,a1c1be47-a6f9-4187-8396-05fd20f2b819,dc1edf81-b056-483b-8525-7b777ee43569,b83e90f5-110c-423b-8088-1c7af9ae313b,Crosstown/Essa to Georgian College ,0,fc9f23bb-3b72-4b9c-891d-b3452ec055ef
101,8e896df6-2496-4d4f-9079-946c6e56c815,53621bae-36e6-4fc6-b995-edc61fb020ae,16e24061-2912-4417-8b4d-22ef2cf83055,Blue,0,95c8eea0-dd67-4424-8f48-4f95bfac7c20
7A,fcfc42af-1cc2-48e2-a437-c965c0129a04,8882fb13-30f4-4b66-bbe8-ea73ab7b4767,16856e2e-ee13-4bf5-80ed-e3df337bba43,GROVE to Georgian College,0,2296c8ba-419a-4f9d-8a88-8fc49dc662dc
2A,a1c1be47-a6f9-4187-8396-05fd20f2b819,11f211d4-3f9a-4884-8862-c3e50e5bde14,88bd2f54-d682-443e-adfb-93b377fa37bb,DUNLOP to Downtown Barrie Terminal,0,56026d1c-e359-4fd6-bd72-285cf4ef94fd
11,fcfc42af-1cc2-48e2-a437-c965c0129a04,ab5b92dc-0149-498c-a45b-1903345c251e,de78c483-7fab-46e3-af0e-f32f701179ed,NORTH LOOP to Downtown Barrie Terminal,0,670e6927-db5f-44a4-ac9d-59bd2450a1e2
10,a1c1be47-a6f9-4187-8396-05fd20f2b819,2f63c686-4907-4a7c-9eaf-2da22f6830cb,ad2b6efb-c3ff-44f7-8b9e-1166aac33bdd,NORTH LOOP to Downtown Barrie Terminal,0,6f6d6f9b-f6f5-4c2f-858e-295ac4603238
2B,8e896df6-2496-4d4f-9079-946c6e56c815,4b0a1a64-2d89-42d7-99d9-e994353a1455,71438cc9-96fa-4b62-9915-4c5f2d7a7e71,PARK PLACE to Park Place,0,b678c8b0-7822-43b2-ba47-8f074346300b
400,fcfc42af-1cc2-48e2-a437-c965c0129a04,f491117b-fea4-445f-92b4-721e7ec44cb2,fb60fb19-5e10-41f1-bc89-e98fd96f07e9,EXPRESS  to Park Place,1,40e465d4-6b38-48f6-9279-682b49548b6b
11,8e896df6-2496-4d4f-9079-946c6e56c815,ce5a326c-4022-4f24-91aa-4c05bc3035b0,de78c483-7fab-46e3-af0e-f32f701179ed,NORTH LOOP to Downtown Barrie Terminal,0,e9e35482-1136-470c-b98a-435736612c39
