route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
400,83f00a42-51d3-48a7-9f79-2e8419a06c9d,2ccf825f-a62f-4e82-820f-a5f43add7125,9526fdb0-cbfa-46de-81b2-3c04b228fd8d,EXPRESS  to Park Place,1,afa3dcf2-97b2-425b-98e2-eb8716b809eb
8A,83f00a42-51d3-48a7-9f79-2e8419a06c9d,d8265664-372d-4880-a575-53ea996f27ae,62b2935a-e445-492d-a60c-88227fc27d76,RVH/YONGE to Georgian College,0,733d64b0-3cee-48b9-9bfe-ec6b0fed83b6
8A,f4b890df-95f4-4de6-9236-6c2c0e207b96,c77173d8-f12c-4283-9f45-f5477e897c2c,62b2935a-e445-492d-a60c-88227fc27d76,RVH/YONGE to Georgian College,0,cc90b16e-c87d-4a2d-bbc0-6d56d12a53dd
100,e143ad2f-079a-40bc-9584-bcc38f003c82,ce169eec-190f-428a-9eae-ad9cff82e4fe,43a593d1-2077-4815-955c-0c23cab3e490,Red Express  to Downtown Barrie Terminal,0,9a56a05f-fb86-4a68-b662-89d0df72ef5c
100,f7362610-9cc6-4990-b05c-5d3dc36f9f00,0b5b6edb-9029-4a60-adb8-594fcef833af,43a593d1-2077-4815-955c-0c23cab3e490,Red Express  to Downtown Barrie Terminal,0,833c276b-1fa8-48f8-bd8b-de2a1c3273e2
101,e143ad2f-079a-40bc-9584-bcc38f003c82,ba73c13f-18f6-4099-91dc-f3bb2ed18db9,dd2785dd-43f9-48a0-8c0f-ccd8f5985096,Blue,0,e6914669-4d34-467e-a842-bc56cac7eb80
2A,83f00a42-51d3-48a7-9f79-2e8419a06c9d,9a332cc7-7341-46d1-a1ee-5f3bc5de808d,c630cdfc-baba-436b-8b26-4f181272c079,DUNLOP to Downtown Barrie Terminal,0,c7f84c37-6252-47f4-a022-e84eac516fe9
12B,9b8ca608-e9d6-4b70-af36-504135a2886c,a60bb431-dc40-4b7a-a48b-6147fc0128f6,b224d92c-e2d2-4e15-bb5d-fbd6d2b1c9e4,BARRIE SOUTH GO,0,30f0f07a-cdef-4732-9372-e88ae76fc90e
12A,83f00a42-51d3-48a7-9f79-2e8419a06c9d,87604829-638d-4979-8914-4c506ae06adc,039665b2-b02e-459b-8a6f-56438cb103df,GEORGIAN MALL,0,4a392242-954c-4107-bba2-3844905eab51
11,83f00a42-51d3-48a7-9f79-2e8419a06c9d,b1b60fbc-a655-493d-b0d0-00ba37a9fe2b,f5319fa2-6c54-47a1-a89c-b560be78cc57,NORTH LOOP to Downtown Barrie Terminal,0,f055e286-954e-4187-bca3-cf97845cf84b
8A,e143ad2f-079a-40bc-9584-bcc38f003c82,e1c5a0fa-022f-478e-a36b-2a37189912cc,06fbef58-2f7b-4894-a676-5fb8cfa0c633,RVH/YONGE to Park Place,1,abe877cb-8e89-493e-b0a8-d38119616296
2B,f7362610-9cc6-4990-b05c-5d3dc36f9f00,40715c30-bf0a-4e7e-b05f-bb3a98bf1df4,f9ec8bda-7546-4662-a658-a8e9c8ad6978,PARK PLACE to Park Place,0,a9fcfccc-d04a-47bd-98a4-f6868ec6b948
8A,f4b890df-95f4-4de6-9236-6c2c0e207b96,ab38fc0f-bcaf-4e70-b78f-950db9c7f2df,62b2935a-e445-492d-a60c-88227fc27d76,RVH/YONGE to Georgian College,0,cc90b16e-c87d-4a2d-bbc0-6d56d12a53dd
11,f7362610-9cc6-4990-b05c-5d3dc36f9f00,7ee049d8-40f2-48d0-aed4-e4e26e6ffffc,f5319fa2-6c54-47a1-a89c-b560be78cc57,NORTH LOOP to Downtown Barrie Terminal,0,cf71af94-67cb-4d46-bbab-152cccf93b93
400,e143ad2f-079a-40bc-9584-bcc38f003c82,cd8fab0c-717c-4197-bd56-f6bdd7240dee,092fe7c4-580f-464e-a434-62114c9d18be,EXPRESS  to RVH,0,5fd67afe-4039-4e96-a56b-237cf9ca6933
11,e143ad2f-079a-40bc-9584-bcc38f003c82,e9efb91f-e3eb-4b8a-adc5-632519a40b33,f5319fa2-6c54-47a1-a89c-b560be78cc57,NORTH LOOP to Downtown Barrie Terminal,0,cf60d7d4-fdc9-4233-9676-c5f55c33282a
8B,9b8ca608-e9d6-4b70-af36-504135a2886c,443328e5-68c5-4471-a584-c0d31cf54da6,395a875b-938b-4204-ab83-0fe41742b4a5,Crosstown/Essa to Georgian College ,0,ed2b951c-1c74-4054-aa31-11be93d26863
10,9b8ca608-e9d6-4b70-af36-504135a2886c,c932601d-51b2-4b1a-ab44-85a2e82a1e6f,bc228c4b-32ad-4ad7-9793-a5af71adaa14,NORTH LOOP to Downtown Barrie Terminal,0,3b62b3d8-2f78-4298-9e49-8ccee35a224b
400,9b8ca608-e9d6-4b70-af36-504135a2886c,176f6d85-b308-4962-90a1-6f428d7d2ecf,092fe7c4-580f-464e-a434-62114c9d18be,EXPRESS  to RVH,0,63b062a3-290b-4d42-8877-6c0c53ec01c8
101,f7362610-9cc6-4990-b05c-5d3dc36f9f00,80c28262-1a40-4a8d-bdec-8ea3b4e006c8,dd2785dd-43f9-48a0-8c0f-ccd8f5985096,Blue,0,c45c134b-c047-4f57-97d3-cacea39886a1
